order_date,sales_qty,sales_amount,currency,user_id,r_id
20-10-2017,2,3481,INR,71806,440978
25-10-2017,1,801,INR,22250,291630
27-10-2017,2,2944,INR,85831,545634
03-11-2017,2,3481,INR,9982,557621
06-11-2017,4,5361,INR,16881,523847
10-11-2017,2,3417,INR,10483,428973
16-11-2017,1,736,INR,91326,431908
17-11-2017,1,977,INR,41493,51680
22-11-2017,3,3153,INR,87408,330098
24-11-2017,2,3176,INR,54616,256349
27-11-2017,1,977,INR,88614,338804
05-12-2017,1,486,INR,23174,51685
11-12-2017,2,2194,INR,74483,121992
15-12-2017,1,245,INR,29246,51684
18-12-2017,2,3412,INR,99621,43097
19-12-2017,1,315,INR,6737,416752
22-12-2017,1,731,INR,68097,322215
27-12-2017,4,5116,INR,97915,437694
28-12-2017,1,486,INR,14384,511736
02-01-2018,3,4389,INR,41308,407620
03-01-2018,8,11704,INR,80492,73114
05-01-2018,1,1708,INR,93664,209497
08-01-2018,6,8287,INR,52998,139579
16-01-2018,1,245,INR,29438,533543
30-01-2018,1,245,INR,19072,131615
02-02-2018,1,486,INR,40964,247643
05-02-2018,2,2440,INR,8564,188864
12-02-2018,1,486,INR,54186,500831
16-02-2018,1,1708,INR,82167,482242
19-02-2018,1,157,INR,63477,394128
19-02-2018,2,2194,INR,47512,58089
21-02-2018,33,15278,INR,15252,484304
22-02-2018,1,245,INR,58362,481036
23-02-2018,1,1468,INR,431,448329
26-02-2018,4,5606,INR,39705,310367
02-03-2018,1,1218,INR,80280,426317
05-03-2018,3,3653,INR,57815,150248
09-03-2018,2,3171,INR,96699,365918
12-03-2018,6,8532,INR,97755,545995
19-03-2018,1,731,INR,85479,312309
23-03-2018,1,731,INR,97173,37647
27-03-2018,6,8287,INR,17789,407852
10-10-2017,140,153019,INR,922,36780
16-10-2017,1,815,INR,99075,154865
25-10-2017,47,51005,INR,23269,352970
14-11-2017,47,51005,INR,91479,98660
08-02-2018,31,22148,INR,54448,551187
04-10-2017,4,9032,INR,82829,224779
05-10-2017,5,13199,INR,69947,517181
05-10-2017,1,1644,INR,41803,476909
05-10-2017,13,42954,INR,75353,365925
06-10-2017,1,3287,INR,9904,577524
06-10-2017,13,41880,INR,13944,531687
06-10-2017,3,8713,INR,92515,428627
06-10-2017,13,30528,INR,71522,84146
10-10-2017,1,0,INR,82531,84145
11-10-2017,3,8213,INR,49447,37757
11-10-2017,3,10736,INR,30444,55947
11-10-2017,1,764,INR,52137,562166
12-10-2017,1,3519,INR,10315,243025
12-10-2017,13,42954,INR,37737,105268
12-10-2017,1,1528,INR,58525,47421
13-10-2017,1,819,INR,10590,47422
13-10-2017,7,21477,INR,84055,99983
13-10-2017,1,4356,INR,99829,524806
13-10-2017,2,4583,INR,84726,245209
16-10-2017,1,0,INR,77071,574024
16-10-2017,1,2463,INR,80574,54742
16-10-2017,3,10736,INR,90223,178816
16-10-2017,1,764,INR,65737,543430
17-10-2017,13,42954,INR,54797,47783
18-10-2017,1,0,INR,40465,36654
18-10-2017,2,4926,INR,72618,50149
19-10-2017,1,0,INR,74201,194287
19-10-2017,3,8801,INR,13983,355905
19-10-2017,1,3282,INR,14063,517768
19-10-2017,1,1528,INR,9713,236421
20-10-2017,1,819,INR,66113,108343
20-10-2017,3,10889,INR,18719,210151
20-10-2017,1,2292,INR,36777,517764
23-10-2017,1,764,INR,44127,334648
25-10-2017,2,5750,INR,74002,270210
26-10-2017,2,5278,INR,11006,247678
26-10-2017,1,819,INR,17683,146981
26-10-2017,7,21477,INR,41266,448301
27-10-2017,1,1644,INR,81957,191660
27-10-2017,2,5444,INR,39534,247682
27-10-2017,1,2292,INR,1554,358186
31-10-2017,1,2463,INR,6584,456054
02-11-2017,3,7921,INR,16006,459568
02-11-2017,1,819,INR,16363,36191
02-11-2017,1,1528,INR,87061,559030
03-11-2017,1,819,INR,54209,483419
03-11-2017,14,32819,INR,68243,286810
06-11-2017,1,1644,INR,66601,222002
06-11-2017,3,10736,INR,19243,59651
07-11-2017,3,8708,INR,4439,374659
09-11-2017,1,819,INR,72992,444297
09-11-2017,1,764,INR,45137,36194
10-11-2017,1,2292,INR,38415,382272
14-11-2017,1,764,INR,97639,494421
02-01-2018,1,880,INR,38650,425425
12-02-2018,2,3435,INR,84215,60762
26-11-2018,12,17319,INR,33893,494781
01-10-2018,30,52097,INR,12693,361592
07-11-2019,3,4069,INR,39269,307048
19-04-2018,1,671,INR,31837,517303
19-04-2018,3,9148,INR,69298,136953
20-04-2018,1,2009,INR,10629,235234
23-04-2018,1,1343,INR,19719,70212
25-04-2018,2,4028,INR,67926,59662
26-04-2018,7,13407,INR,88759,36185
27-04-2018,1,2940,INR,49329,572396
11-06-2018,2,2208,INR,83969,168666
05-10-2017,1,1514,INR,98205,549106
06-10-2017,14,21218,INR,20931,473959
12-10-2017,2,3032,INR,8420,504355
13-10-2017,10,14648,INR,94472,236437
19-10-2017,1,1009,INR,29836,548139
20-10-2017,24,36880,INR,55713,320456
26-10-2017,3,5056,INR,31786,414675
27-10-2017,58,87907,INR,87809,540891
03-11-2017,45,68208,INR,28670,320455
10-11-2017,1,2023,INR,47631,563211
17-11-2017,1,736,INR,64146,38230
17-11-2017,1,505,INR,75165,463808
24-11-2017,8,11620,INR,65071,95862
01-12-2017,46,70227,INR,24843,236430
08-12-2017,13,20208,INR,94631,224326
15-12-2017,13,20208,INR,85180,572049
19-12-2017,1,736,INR,82542,59431
22-12-2017,25,38398,INR,34542,559136
02-01-2018,2,4190,INR,69674,55075
05-01-2018,38,67648,INR,31244,469106
09-01-2018,9,20574,INR,47489,497912
10-01-2018,16,36005,INR,82023,48390
12-01-2018,32,58069,INR,97722,530845
16-01-2018,1,736,INR,73830,575313
17-01-2018,1,736,INR,15549,203530
19-01-2018,36,64056,INR,6949,307143
26-01-2018,56,100574,INR,63122,36179
01-02-2018,1,1199,INR,26412,415653
02-02-2018,1,736,INR,97023,81220
02-02-2018,25,44907,INR,40262,345501
07-02-2018,44,96991,INR,77052,234161
05-03-2018,5,11264,INR,96787,543855
05-03-2018,9,19102,INR,12779,72650
12-03-2018,132,279486,INR,55757,56173
12-03-2018,25,54375,INR,14919,513080
19-03-2018,1,736,INR,52823,62978
21-03-2018,39,86713,INR,27732,366836
22-03-2018,44,96995,INR,25149,448977
23-03-2018,23,50699,INR,73918,507403
26-03-2018,23,50704,INR,91064,328296
27-03-2018,3,5875,INR,75084,466170
03-04-2018,1,1468,INR,69504,38229
09-04-2018,11,23519,INR,91282,483855
13-04-2018,10,22778,INR,37119,434567
16-04-2018,12,25718,INR,91530,540216
17-04-2018,17,16667,INR,93549,130241
20-04-2018,11,23514,INR,40653,37121
23-04-2018,10,21310,INR,14559,72661
24-04-2018,75,75000,INR,33073,483973
26-04-2018,8,18370,INR,75493,444367
27-04-2018,12,25713,INR,88825,60323
04-05-2018,2,4407,INR,90752,528359
07-05-2018,9,20574,INR,44254,395181
08-05-2018,5,11759,INR,51059,502182
09-05-2018,1,1468,INR,76,191873
14-05-2018,2,3676,INR,16018,493415
15-05-2018,4,8819,INR,12787,432153
18-05-2018,7,18921,INR,17865,563761
22-05-2018,10,26130,INR,22258,334826
28-05-2018,16,42347,INR,92460,49336
04-06-2018,16,43245,INR,34617,436417
12-06-2018,16,43245,INR,69312,114922
13-06-2018,12,33338,INR,74220,388889
14-06-2018,71,191912,INR,4981,556904
15-06-2018,23,23333,INR,76018,333980
22-06-2018,75,202722,INR,99780,577927
02-07-2018,70,188301,INR,7453,320656
09-07-2018,24,65769,INR,98840,37479
20-07-2018,14,37843,INR,39042,320654
21-07-2018,4,10810,INR,63047,505482
27-07-2018,6,16218,INR,98058,49332
30-07-2018,4,11713,INR,62619,493649
21-08-2018,28,75671,INR,75171,320655
23-08-2018,12,32435,INR,98862,471730
29-08-2018,5,13514,INR,62975,344742
04-09-2018,6,15315,INR,45086,433155
05-09-2018,20,54056,INR,89258,439917
07-09-2018,20,54056,INR,60285,37580
24-09-2018,1,2111,INR,54076,215552
25-09-2018,3,8106,INR,66750,37582
27-09-2018,3,9009,INR,84241,70147
12-10-2018,66,179273,INR,81895,515393
15-10-2018,12,31532,INR,10289,249525
16-10-2018,7,18917,INR,57840,41963
16-10-2018,29,29000,INR,26484,468339
17-10-2018,40,108097,INR,96121,386452
25-10-2018,5,12611,INR,17303,554710
26-10-2018,17,45042,INR,66286,310987
05-11-2018,101,272968,INR,97939,553624
06-11-2018,31,84681,INR,51550,574426
07-11-2018,14,28866,INR,46250,400126
08-11-2018,63,132352,INR,47301,247114
09-11-2018,7,18921,INR,43459,472952
12-11-2018,30,80176,INR,29804,328148
14-11-2018,20,54056,INR,3188,531979
16-11-2018,8,21620,INR,78656,560031
19-11-2018,5,14412,INR,56024,476296
26-11-2018,40,40000,INR,73639,180138
28-11-2018,18,49546,INR,14535,404444
26-12-2018,44,44333,INR,54917,516399
15-01-2019,36,35667,INR,96573,478231
30-01-2019,128,128000,INR,36875,405777
14-02-2019,2,4222,INR,58430,410687
22-02-2019,7,18019,INR,5519,164566
25-02-2019,1,704,INR,21486,63622
25-02-2019,3,9009,INR,54104,532761
01-03-2019,13,36037,INR,63153,378502
04-03-2019,3,7208,INR,9845,352236
08-03-2019,9,24324,INR,38493,357925
15-03-2019,11,29731,INR,85003,63626
15-03-2019,40,40000,INR,62861,482851
22-03-2019,11,30634,INR,19899,483820
29-03-2019,52,140546,INR,17089,573188
05-04-2019,1,3602,INR,15082,523496
12-04-2019,36,96398,INR,89424,412199
23-04-2019,17,46847,INR,56797,369904
29-04-2019,19,50454,INR,26781,383777
06-05-2019,8,22523,INR,99518,455468
10-05-2019,13,35134,INR,79780,451663
17-05-2019,3,8106,INR,59671,491324
24-05-2019,17,45949,INR,20098,345253
03-06-2019,3,9009,INR,75288,413602
07-06-2019,4,9912,INR,14095,259950
17-06-2019,18,49551,INR,84150,432902
18-06-2019,95,95333,INR,4972,526768
21-06-2019,3,6241,INR,29441,291683
28-06-2019,1,694,INR,92997,538196
28-06-2019,81,218926,INR,64109,63517
01-07-2019,227,613532,INR,19708,448015
08-07-2019,73,151838,INR,21017,532648
12-07-2019,66,136588,INR,67701,577313
12-07-2019,38,102704,INR,80095,508527
19-07-2019,41,110819,INR,88392,511368
23-07-2019,47,97759,INR,44627,140803
26-07-2019,5,9708,INR,59948,564016
26-07-2019,35,95495,INR,77053,563722
02-08-2019,71,192796,INR,38853,536302
09-08-2019,68,183787,INR,66154,292781
16-08-2019,50,134236,INR,15321,520756
16-08-2019,25,24667,INR,96083,578541
23-08-2019,54,146852,INR,4192,371579
08-10-2019,80,80000,INR,56693,207956
17-10-2019,40,40000,INR,1110,383795
28-10-2019,153,412620,INR,99882,469861
22-11-2019,156,420731,INR,77069,510865
28-11-2019,80,80000,INR,29723,481611
29-11-2019,16,43245,INR,45947,564703
13-12-2019,101,272079,INR,44038,514301
22-01-2020,5,4667,INR,63330,222547
14-02-2020,6,10097,INR,83991,520766
28-02-2020,104,104000,INR,65715,520767
20-03-2020,47,47000,INR,99800,387228
14-04-2020,73,130083,INR,33735,503655
20-04-2020,42,75435,INR,51991,520770
25-05-2020,1,593,INR,33174,482030
08-06-2020,1,2375,INR,88408,479429
15-06-2020,35,62963,INR,7273,65394
06-10-2017,2,4569,INR,86424,511702
13-10-2017,1,1523,INR,93420,492985
27-10-2017,47,166972,INR,74895,516996
27-10-2017,1,1523,INR,60403,461315
06-11-2017,2,8324,INR,8524,180338
27-11-2017,1,1190,INR,85619,545996
08-12-2017,1,759,INR,397,563229
27-03-2018,17,25000,INR,84266,349144
24-04-2018,17,25000,INR,38175,449558
16-05-2018,1,1190,INR,5954,421775
22-05-2018,1,1190,INR,23205,550542
28-05-2018,7,23792,INR,78188,447800
04-06-2018,4,14278,INR,43405,490793
12-06-2018,3,10704,INR,52222,527415
13-06-2018,8,29741,INR,47151,552602
14-06-2018,32,112991,INR,10065,579924
27-07-2018,1,2380,INR,62080,550307
30-07-2018,2,5949,INR,22906,550549
03-08-2018,1,4759,INR,67338,120309
21-08-2018,15,53528,INR,50630,506273
23-08-2018,6,21412,INR,10794,563232
05-09-2018,3,9514,INR,55982,565654
07-09-2018,2,8329,INR,83432,479770
26-09-2018,6,14569,INR,24768,460232
02-10-2018,5,17838,INR,34922,462413
03-10-2018,1,3569,INR,17763,317206
05-10-2018,5,16653,INR,97760,523857
06-10-2018,5,19028,INR,11111,523617
08-10-2018,4,15463,INR,26995,550530
09-10-2018,2,7134,INR,34157,493013
17-10-2018,43,154611,INR,89080,550533
31-10-2018,1,1532,INR,52103,510753
05-11-2018,18,65407,INR,63340,513901
06-11-2018,3,10704,INR,7713,550539
14-11-2018,2,5949,INR,25991,369836
07-12-2018,3,9519,INR,70208,452266
14-12-2018,16,55903,INR,5912,431486
14-12-2018,1,2301,INR,85932,478650
21-12-2018,6,21412,INR,297,403379
21-12-2018,1,769,INR,90978,411997
08-01-2019,15,34500,INR,13752,164540
11-01-2019,5,16648,INR,50852,229306
15-02-2019,1,2306,INR,72272,352851
22-02-2019,1,1537,INR,82018,360111
01-03-2019,1,2380,INR,31439,126985
08-03-2019,2,8324,INR,4521,490658
15-03-2019,5,17843,INR,95198,309237
15-03-2019,1,769,INR,17806,569111
29-03-2019,1,1190,INR,9638,473631
05-04-2019,2,5949,INR,70175,132287
12-04-2019,3,11894,INR,42684,157685
23-04-2019,1,1190,INR,52639,160730
29-04-2019,2,5949,INR,26420,560305
06-05-2019,1,2380,INR,11085,184004
17-05-2019,1,4759,INR,68137,390425
24-05-2019,2,5949,INR,60769,555098
03-06-2019,1,2380,INR,40183,385884
07-06-2019,1,2380,INR,7594,413951
14-06-2019,1,1537,INR,61636,528292
17-06-2019,20,70171,INR,78185,543932
24-06-2019,3,7671,INR,8010,369994
28-06-2019,8,27356,INR,86962,542289
01-07-2019,23,80875,INR,26649,560831
01-07-2019,1,769,INR,5481,313151
05-07-2019,5,19028,INR,10543,378589
12-07-2019,9,32111,INR,94180,534419
12-07-2019,1,2301,INR,30073,77511
19-07-2019,3,10704,INR,12115,142138
06-09-2019,7,24977,INR,8079,416712
13-09-2019,1,2380,INR,19943,458594
27-09-2019,7,24977,INR,94108,47890
27-09-2019,1,769,INR,28940,545442
04-10-2019,3,6903,INR,16060,323741
07-10-2019,22,77310,INR,85163,510329
21-10-2019,15,52333,INR,58183,63470
28-10-2019,14,51144,INR,2823,432864
22-11-2019,1,1190,INR,56619,325801
29-11-2019,1,1190,INR,36743,435699
06-12-2019,1,2380,INR,99387,63475
13-12-2019,1,2380,INR,25381,243641
10-01-2020,1,2380,INR,317,63478
17-01-2020,1,3569,INR,79184,389595
07-02-2020,1,782,INR,71054,500632
21-02-2020,10,23514,INR,11380,573112
06-03-2020,24,57218,INR,84701,356569
06-03-2020,2,3833,INR,38583,529528
12-03-2020,18,42171,INR,19050,489763
13-03-2020,1,1537,INR,59280,531038
24-03-2020,9,19935,INR,37666,550576
03-04-2020,9,21944,INR,13086,551666
07-04-2020,5,10736,INR,17009,436313
16-04-2020,2,4602,INR,31277,107932
17-04-2020,23,53296,INR,62574,175045
22-04-2020,10,22236,INR,63286,213683
08-05-2020,1,1532,INR,73817,341164
14-05-2020,1,1532,INR,17495,559148
30-05-2020,17,39102,INR,97309,550571
05-06-2020,25,57505,INR,24074,550561
15-06-2020,22,52514,INR,79659,120325
16-06-2020,8,17634,INR,26440,386546
05-10-2017,86,47528,INR,95450,550689
06-10-2017,14,7921,INR,31427,479819
11-10-2017,43,23764,INR,24644,534633
16-10-2017,57,31685,INR,22348,342002
19-10-2017,43,23764,INR,27372,543124
20-10-2017,14,7921,INR,3723,383717
25-10-2017,72,39606,INR,66490,548015
26-10-2017,86,47537,INR,89233,568464
27-10-2017,14,7921,INR,29251,569553
02-11-2017,29,15843,INR,48309,561154
03-11-2017,86,47528,INR,38585,399399
06-11-2017,14,7921,INR,335,188248
20-12-2017,14,7921,INR,57528,130743
21-12-2017,43,23769,INR,98292,479150
28-12-2017,43,23769,INR,91857,481451
05-01-2018,14,7921,INR,75686,553277
16-01-2018,14,7921,INR,44509,420561
18-01-2018,43,23769,INR,9790,550552
25-01-2018,29,15843,INR,21334,417399
01-02-2018,29,15843,INR,54510,225541
08-02-2018,14,7921,INR,66005,548800
15-02-2018,14,7921,INR,94259,322646
22-02-2018,43,23769,INR,19699,550558
01-03-2018,29,15847,INR,86065,494407
08-03-2018,14,7921,INR,82991,569322
15-03-2018,29,15843,INR,98256,481325
11-10-2017,1,537,INR,83775,481448
16-10-2017,1,343,INR,25938,481449
23-10-2017,7,9153,INR,85685,570712
03-11-2017,120,47204,INR,17320,109476
14-11-2017,1,537,INR,72494,338892
24-11-2017,7,9153,INR,80020,252152
11-12-2017,14,18764,INR,93300,204866
18-12-2017,1,458,INR,8366,145841
19-12-2017,1,662,INR,97198,507404
20-04-2018,98,47477,INR,96288,530656
23-04-2018,8,2894,INR,18041,391929
19-10-2017,2,2884,INR,78219,551119
20-10-2017,1,2019,INR,97886,439113
27-10-2017,22,37468,INR,68222,215652
01-11-2017,1,245,INR,68956,564720
03-11-2017,500,239583,INR,30357,485119
06-11-2017,1,245,INR,99299,107986
06-11-2017,1,2306,INR,36887,564724
07-11-2017,1,245,INR,42935,545229
08-11-2017,1,245,INR,62883,109483
13-11-2017,1,245,INR,54077,262864
14-11-2017,1,491,INR,86226,533021
16-11-2017,3,4611,INR,78337,56062
17-11-2017,1,245,INR,8168,63707
17-11-2017,4,6917,INR,14709,506307
20-11-2017,3,1366,INR,44561,379352
30-11-2017,167,81019,INR,48806,543712
21-12-2017,1,241,INR,11801,458406
09-02-2018,1,1153,INR,55924,481426
19-02-2018,1,185,INR,19206,188319
21-02-2018,80,38889,INR,78761,478131
03-01-2019,1,185,INR,84598,563767
06-02-2019,112,106856,INR,23865,479580
15-03-2019,50,96069,INR,13507,488737
17-05-2019,37,16958,INR,68925,531173
03-06-2019,8,14120,INR,13978,509848
24-06-2019,13,21903,INR,5751,556352
02-07-2019,133,255287,INR,18392,553512
19-07-2019,17,29106,INR,14906,483051
26-07-2019,18,30838,INR,36828,214446
05-12-2019,2,639,INR,53203,562681
07-02-2020,12,5046,INR,18299,567453
05-10-2018,10,3944,INR,65146,436529
08-11-2019,54,24903,INR,57320,542735
15-01-2018,1,477,INR,51360,97721
05-03-2018,1,477,INR,88824,384162
13-03-2018,1,477,INR,67417,247903
24-04-2018,5,6685,INR,28739,446575
08-05-2018,5,6685,INR,98307,490241
06-10-2017,2,6361,INR,43482,505356
13-10-2017,2,5296,INR,4111,416822
20-10-2017,2,5301,INR,20306,371092
24-10-2017,4,9588,INR,82296,329354
26-10-2017,16,38356,INR,10774,108009
27-10-2017,2,6361,INR,76150,125928
07-11-2017,2,7417,INR,4720,307102
09-11-2017,1,1412,INR,36743,533293
13-11-2017,1,2569,INR,98995,288423
13-11-2017,3,8477,INR,78754,486814
13-11-2017,2,4454,INR,77,37572
20-11-2017,1,3181,INR,82025,70790
27-11-2017,4,13769,INR,70075,114224
04-12-2017,3,9537,INR,1308,57186
11-12-2017,5,15894,INR,52129,65645
18-12-2017,3,10597,INR,54371,149179
26-12-2017,4,11657,INR,2846,154526
29-12-2017,1,1060,INR,21702,486531
05-01-2018,4,13773,INR,99883,467338
09-01-2018,2,5296,INR,47032,317236
16-02-2018,2,6356,INR,91266,274015
26-02-2018,2,6356,INR,28691,554303
02-03-2018,2,7417,INR,1431,550863
09-03-2018,1,3227,INR,98215,159263
16-03-2018,1,4301,INR,92184,215318
23-03-2018,2,6454,INR,35280,547226
30-03-2018,1,4296,INR,38987,308400
03-04-2018,1,2148,INR,3116,567236
09-04-2018,1,2148,INR,82872,399171
13-04-2018,2,5375,INR,42710,194256
16-04-2018,1,1074,INR,1077,550903
20-04-2018,1,1074,INR,35556,540654
27-04-2018,1,3227,INR,95363,514123
30-04-2018,1,1074,INR,42642,478125
07-05-2018,2,7528,INR,95370,323242
16-05-2018,2,6449,INR,62832,42198
18-05-2018,1,3222,INR,31793,106059
28-05-2018,1,3222,INR,65216,42232
01-06-2018,1,4301,INR,39661,80349
04-06-2018,2,6449,INR,59851,42116
11-06-2018,2,5375,INR,94358,398527
18-06-2018,1,3227,INR,6445,553332
19-06-2018,1,4301,INR,15549,42117
25-06-2018,1,3227,INR,9517,42118
02-07-2018,1,1074,INR,9242,131419
09-07-2018,3,8597,INR,72939,557893
16-07-2018,1,1074,INR,52972,345808
17-07-2018,2,5375,INR,41074,569381
07-08-2018,1,1074,INR,69095,192401
15-08-2018,100,118056,INR,84669,44373
17-09-2018,9,29028,INR,37835,44372
02-11-2018,12,39782,INR,18861,563683
05-11-2018,1,3227,INR,22029,511923
24-04-2018,20,20106,INR,74633,42344
11-06-2018,1,324,INR,70347,422290
28-09-2018,1,324,INR,77097,42345
22-11-2017,1,361,INR,4247,45459
24-11-2017,1,1931,INR,10321,445291
24-11-2017,1,361,INR,3990,125981
27-11-2017,1,361,INR,41502,517144
28-11-2017,1,361,INR,4128,527307
01-12-2017,1,1287,INR,1006,40847
01-12-2017,1,412,INR,7126,55065
11-12-2017,1,644,INR,6349,514272
11-12-2017,116,42009,INR,91014,557755
18-04-2018,20,20106,INR,32100,452812
23-04-2018,3,1157,INR,75468,381132
09-10-2017,1,301,INR,68534,548017
18-12-2017,1,306,INR,72977,455646
27-12-2017,1,306,INR,98987,544058
07-02-2018,1,500,INR,86641,550724
03-04-2018,1,306,INR,34589,524282
09-04-2018,1,306,INR,31961,131555
10-04-2018,17,9537,INR,42945,290013
13-04-2018,138,76852,INR,1955,517498
22-06-2018,1,310,INR,29744,391310
27-07-2018,1,1551,INR,71174,160138
30-07-2018,1,1245,INR,87980,402111
06-10-2017,1,523,INR,12455,503647
09-10-2017,1,583,INR,92116,523638
10-10-2017,1,0,INR,38871,114318
10-10-2017,1,0,INR,92626,486864
11-10-2017,1,806,INR,97938,50180
13-10-2017,1,523,INR,40965,230445
17-10-2017,30,51861,INR,85297,543193
19-10-2017,1,1606,INR,67492,59439
20-10-2017,1,1606,INR,95583,426817
20-10-2017,1,523,INR,10298,556778
23-10-2017,1,806,INR,31293,557746
25-10-2017,2,5634,INR,25199,506242
26-10-2017,2,4019,INR,1272,560593
27-10-2017,1,1046,INR,56124,542887
30-10-2017,1,1611,INR,37134,416905
03-11-2017,1,1606,INR,68566,513880
03-11-2017,1,2088,INR,9804,372444
06-11-2017,1,806,INR,55752,537058
06-11-2017,2,4634,INR,72733,106402
06-11-2017,1,523,INR,31469,517960
09-11-2017,1,523,INR,17426,422073
10-11-2017,1,806,INR,67572,252785
10-11-2017,1,1042,INR,29008,385114
14-11-2017,3,8042,INR,64645,58636
16-11-2017,1,1611,INR,52117,119569
16-11-2017,1,523,INR,13665,55368
17-11-2017,1,2417,INR,72114,53988
17-11-2017,1,1569,INR,86602,140314
21-11-2017,2,2491,INR,63969,82100
22-11-2017,1,1606,INR,41964,42313
23-11-2017,1,1042,INR,20773,352725
24-11-2017,2,3657,INR,48211,515415
27-11-2017,6,8875,INR,88529,395336
29-11-2017,1,894,INR,13261,68602
29-11-2017,2,4634,INR,93501,136623
30-11-2017,1,806,INR,83574,415789
01-12-2017,1,806,INR,97150,489710
01-12-2017,1,523,INR,83241,501804
06-12-2017,1,1611,INR,39607,59970
07-12-2017,1,806,INR,308,357456
08-12-2017,1,1611,INR,69968,551192
08-12-2017,1,523,INR,98588,42315
11-12-2017,1,806,INR,69763,550652
14-12-2017,1,806,INR,27603,574520
15-12-2017,1,2412,INR,10981,449659
18-12-2017,1,583,INR,28976,528114
20-12-2017,1,1611,INR,35883,551100
21-12-2017,1,1565,INR,56514,521044
22-12-2017,2,2491,INR,84758,432393
22-12-2017,5,8352,INR,67832,134330
26-12-2017,1,806,INR,21242,434213
27-12-2017,1,1606,INR,80362,535717
27-12-2017,2,4634,INR,53278,323011
29-12-2017,1,2412,INR,31396,403772
02-01-2018,5,9306,INR,87879,406007
03-01-2018,1,829,INR,75583,323492
03-01-2018,1,1606,INR,74615,406009
05-01-2018,5,8731,INR,66457,72430
08-01-2018,1,806,INR,5087,486279
08-01-2018,2,4634,INR,73380,523667
08-01-2018,1,523,INR,56069,64416
09-01-2018,1,806,INR,24675,577253
11-01-2018,3,3324,INR,58962,500863
11-01-2018,1,2412,INR,18306,42304
11-01-2018,2,4634,INR,72147,559100
11-01-2018,2,4069,INR,84146,387799
12-01-2018,1,1606,INR,28331,506851
12-01-2018,6,11051,INR,61168,55549
15-01-2018,1,0,INR,77290,37116
15-01-2018,1,806,INR,58343,53128
17-01-2018,1,806,INR,12808,341232
19-01-2018,17,29079,INR,83142,216229
22-01-2018,1,806,INR,23356,414232
24-01-2018,2,4634,INR,24045,432342
25-01-2018,7,11630,INR,22446,435577
26-01-2018,1,806,INR,81894,548213
26-01-2018,11,18611,INR,88731,548210
29-01-2018,1,806,INR,32308,566122
29-01-2018,2,4634,INR,86256,50935
31-01-2018,1,1611,INR,8767,107046
01-02-2018,6,9884,INR,37482,456754
02-02-2018,19,33144,INR,2333,561751
05-02-2018,4,4986,INR,19404,545601
08-02-2018,1,1245,INR,34443,533245
08-02-2018,1,806,INR,96872,571677
08-02-2018,3,4653,INR,58439,95663
09-02-2018,1,894,INR,58009,558122
09-02-2018,1,806,INR,72151,488329
09-02-2018,23,39537,INR,44412,114912
12-02-2018,1,1662,INR,67557,540715
14-02-2018,1,806,INR,83614,146963
20-02-2018,1,806,INR,56250,573220
20-02-2018,2,4634,INR,47211,58425
21-02-2018,1,806,INR,30360,531612
22-02-2018,1,806,INR,97208,504700
23-02-2018,1,2412,INR,17454,55710
26-02-2018,1,806,INR,3478,147655
28-02-2018,1,2417,INR,87780,322969
01-03-2018,1,523,INR,61362,421326
08-03-2018,5,0,INR,2517,416787
13-03-2018,1,829,INR,35725,546025
14-03-2018,1,3181,INR,14813,65590
14-03-2018,4,9352,INR,70254,506160
14-03-2018,1,523,INR,79327,71627
15-03-2018,1,796,INR,80082,415297
15-03-2018,2,4676,INR,46963,401050
19-03-2018,1,583,INR,65615,303743
21-03-2018,2,4676,INR,95889,346231
23-03-2018,1,796,INR,79206,74752
27-03-2018,2,2491,INR,61918,378620
29-03-2018,2,4676,INR,46002,485565
30-03-2018,1,829,INR,22226,317596
04-04-2018,1,796,INR,53762,463414
06-04-2018,2,3972,INR,14774,534143
09-04-2018,1,796,INR,82834,487745
10-04-2018,1,796,INR,9157,571690
10-04-2018,2,4676,INR,40360,55563
10-04-2018,1,583,INR,61584,149605
11-04-2018,1,796,INR,64415,362038
12-04-2018,1,796,INR,15556,149848
16-04-2018,1,1593,INR,32989,579601
17-04-2018,3,3574,INR,40115,198339
20-04-2018,1,796,INR,13209,488161
23-04-2018,1,449,INR,52605,530575
23-04-2018,1,796,INR,35918,229052
24-04-2018,1,583,INR,10292,453724
25-04-2018,1,796,INR,36455,91767
30-04-2018,1,583,INR,40229,340368
02-05-2018,1,796,INR,28606,109946
03-05-2018,1,796,INR,63638,365545
04-05-2018,1,796,INR,75177,131530
07-05-2018,1,796,INR,81060,542679
16-05-2018,2,4676,INR,28930,133710
23-05-2018,1,2389,INR,21560,37681
28-05-2018,1,796,INR,48885,544613
31-05-2018,1,796,INR,88736,433316
01-06-2018,1,1588,INR,61956,378610
05-07-2018,1,796,INR,40507,64603
18-07-2018,1,796,INR,87360,393478
20-08-2018,1,1245,INR,95395,562749
06-09-2018,1,796,INR,93225,294278
07-09-2018,1,796,INR,43920,389199
12-09-2018,1,3176,INR,93456,530593
19-09-2018,1,796,INR,49473,312474
20-09-2018,1,829,INR,18674,224945
21-09-2018,1,796,INR,10217,577320
05-04-2019,1,1569,INR,79055,351831
08-04-2019,1,1245,INR,91360,191154
09-04-2019,1,782,INR,74123,578646
