menu_id,r_id,f_id,cuisine,price
mn591900,337937,fd15,Indian,50
mn591900,337937,fd48890,Indian,50
mn593267,153102,fd15,"North Indian,Tandoor",189
mn593267,153102,fd48890,"North Indian,Tandoor",189
mn594428,357517,fd15,"Fast Food,South Indian",180
mn594428,357517,fd48890,"Fast Food,South Indian",180
mn594454,357517,fd15,"Fast Food,South Indian",180
mn594454,357517,fd48890,"Fast Food,South Indian",180
mn595917,80714,fd15,"North Indian,Chinese",205
mn595917,80714,fd48890,"North Indian,Chinese",205
mn600068,75335,fd15,"Bakery,Pizzas",360
mn600068,75335,fd48890,"Bakery,Pizzas",360
mn600702,412756,fd15,"American,Chinese",250
mn600702,412756,fd48890,"American,Chinese",250
mn611923,577778,fd15,"Fast Food,Snacks",80
mn611923,577778,fd48890,"Fast Food,Snacks",80
mn616612,569510,fd15,"Pizzas,Fast Food",120
mn616612,569510,fd48890,"Pizzas,Fast Food",120
mn617740,564686,fd15,"North Indian,Fast Food",150
mn617740,564686,fd48890,"North Indian,Fast Food",150
mn618576,559764,fd15,"Chinese,Snacks",110
mn618576,559764,fd48890,"Chinese,Snacks",110
mn625791,288192,fd15,"Fast Food,Beverages",130
mn625791,288192,fd48890,"Fast Food,Beverages",130
mn625919,152576,fd15,"Beverages,Pizzas",150
mn625919,152576,fd48890,"Beverages,Pizzas",150
mn626038,152576,fd15,"Beverages,Pizzas",150
mn626038,152576,fd48890,"Beverages,Pizzas",150
mn634478,434720,fd15,"Pizzas,Chinese",189
mn634478,434720,fd48890,"Pizzas,Chinese",189
mn634535,434720,fd15,"Pizzas,Chinese",189
mn634535,434720,fd48890,"Pizzas,Chinese",189
mn634676,532837,fd15,"North Indian,Chinese",240
mn634676,532837,fd48890,"North Indian,Chinese",240
mn634742,532837,fd15,"North Indian,Chinese",240
mn634742,532837,fd48890,"North Indian,Chinese",240
mn635177,216110,fd15,North Indian,89
mn635177,216110,fd48890,North Indian,89
mn635317,216110,fd15,North Indian,89
mn635317,216110,fd48890,North Indian,89
mn637084,234066,fd15,"Chinese,Thai",435
mn637084,234066,fd48890,"Chinese,Thai",435
mn637210,234066,fd15,"Chinese,Thai",435
mn637210,234066,fd48890,"Chinese,Thai",435
mn638806,455289,fd15,"Mughlai,Biryani",85
mn638806,455289,fd48890,"Mughlai,Biryani",85
mn638897,455289,fd15,"Mughlai,Biryani",85
mn638897,455289,fd48890,"Mughlai,Biryani",85
mn659559,577300,fd15,"Snacks,Italian-American",140
mn659559,577300,fd48890,"Snacks,Italian-American",140
mn661224,506214,fd15,"Beverages,North Indian",109
mn661224,506214,fd48890,"Beverages,North Indian",109
mn661369,506214,fd15,"Beverages,North Indian",109
mn661369,506214,fd48890,"Beverages,North Indian",109
mn661693,545568,fd15,"South Indian,Chinese",129
mn661693,545568,fd48890,"South Indian,Chinese",129
mn661704,545568,fd15,"South Indian,Chinese",129
mn661704,545568,fd48890,"South Indian,Chinese",129
mn667490,530119,fd15,Chinese,60
mn667490,530119,fd48890,Chinese,60
mn667798,376672,fd15,"Chinese,Snacks",143
mn667798,376672,fd48890,"Chinese,Snacks",143
mn668110,388127,fd15,"Indian,Chinese",67
mn668110,388127,fd48890,"Indian,Chinese",67
mn670206,394141,fd15,"Chinese,Indian",120
mn670206,394141,fd48890,"Chinese,Indian",120
mn673203,269800,fd15,"Indian,Chinese",230
mn673203,269800,fd48890,"Indian,Chinese",230
mn681065,73784,fd15,"North Indian,Chinese",190
mn681065,73784,fd48890,"North Indian,Chinese",190
mn682030,73657,fd15,Chinese,210
mn682030,73657,fd48890,Chinese,210
mn683646,315255,fd15,"Chinese,Sweets",240
mn683646,315255,fd48890,"Chinese,Sweets",240
mn683724,315255,fd15,"Chinese,Sweets",240
mn683724,315255,fd48890,"Chinese,Sweets",240
mn684424,560370,fd15,"North Indian,Snacks",120
mn684424,560370,fd48890,"North Indian,Snacks",120
mn685678,501153,fd15,"Italian,Fast Food",100
mn685678,501153,fd48890,"Italian,Fast Food",100
mn686236,75651,fd15,"Fast Food,Chinese",110
mn686236,75651,fd48890,"Fast Food,Chinese",110
mn686334,75651,fd15,"Fast Food,Chinese",110
mn686334,75651,fd48890,"Fast Food,Chinese",110
mn687865,74990,fd15,"Rajasthani,Punjabi",160
mn687865,74990,fd48890,"Rajasthani,Punjabi",160
mn687960,74990,fd15,"Rajasthani,Punjabi",160
mn687960,74990,fd48890,"Rajasthani,Punjabi",160
mn688347,74203,fd15,"Chinese,Italian",180
mn688347,74203,fd48890,"Chinese,Italian",180
mn688404,74203,fd15,"Chinese,Italian",180
mn688404,74203,fd48890,"Chinese,Italian",180
mn697138,73974,fd15,"Continental,Pizzas",170
mn697138,73974,fd48890,"Continental,Pizzas",170
mn700364,113594,fd15,"Chinese,Chaat",150
mn700364,113594,fd48890,"Chinese,Chaat",150
mn700390,113594,fd15,"Chinese,Chaat",150
mn700390,113594,fd48890,"Chinese,Chaat",150
mn701179,218864,fd15,"North Indian,Biryani",254
mn701179,218864,fd48890,"North Indian,Biryani",254
mn702483,569076,fd15,"Chinese,Snacks",145
mn702483,569076,fd48890,"Chinese,Snacks",145
mn703107,529353,fd15,Chinese,150
mn703107,529353,fd48890,Chinese,150
mn703328,351539,fd15,"Indian,Chinese",165
mn703328,351539,fd48890,"Indian,Chinese",165
mn703899,529369,fd15,Chinese,150
mn703899,529369,fd48890,Chinese,150
mn705285,351537,fd15,Indian,180
mn705285,351537,fd48890,Indian,180
mn705783,99266,fd15,North Indian,110
mn705783,99266,fd48890,North Indian,110
mn705881,99266,fd15,North Indian,110
mn705881,99266,fd48890,North Indian,110
mn709074,576745,fd15,Indian,127
mn709074,576745,fd48890,Indian,127
mn709657,382481,fd15,"Indian,North Indian",150
mn709657,382481,fd48890,"Indian,North Indian",150
mn709762,382481,fd15,"Indian,North Indian",145
mn709762,382481,fd48890,"Indian,North Indian",145
mn716551,190076,fd15,Snacks,130
mn716551,190076,fd48890,Snacks,130
mn716962,78484,fd15,North Indian,165
mn716962,78484,fd48890,North Indian,165
mn719518,422014,fd15,Biryani,100
mn719518,422014,fd48890,Biryani,100
mn719602,422014,fd15,Biryani,100
mn719602,422014,fd48890,Biryani,100
mn719736,441513,fd15,"Chinese,Indian",128
mn719736,441513,fd48890,"Chinese,Indian",128
mn724354,208472,fd15,"North Indian,Thalis",216
mn724354,208472,fd48890,"North Indian,Thalis",216
mn724449,208472,fd15,"North Indian,Thalis",216
mn724449,208472,fd48890,"North Indian,Thalis",216
mn724901,208474,fd15,"North Indian,Chinese",216
mn724901,208474,fd48890,"North Indian,Chinese",216
mn725024,208474,fd15,"North Indian,Chinese",216
mn725024,208474,fd48890,"North Indian,Chinese",216
mn725143,208484,fd15,"North Indian,South Indian",220
mn725143,208484,fd48890,"North Indian,South Indian",220
mn725720,334653,fd15,"North Indian,Combo",230
mn725720,334653,fd48890,"North Indian,Combo",230
mn725761,334653,fd15,"North Indian,Combo",230
mn725761,334653,fd48890,"North Indian,Combo",230
mn727521,518212,fd15,"North Indian,Chinese",140
mn727521,518212,fd48890,"North Indian,Chinese",140
mn728414,406184,fd15,"North Indian,Indian",185
mn728414,406184,fd48890,"North Indian,Indian",185
mn728985,236848,fd15,Italian,150
mn728985,236848,fd48890,Italian,150
mn729109,236848,fd15,Italian,150
mn729109,236848,fd48890,Italian,150
mn729369,363436,fd15,"Pizzas,Tandoor",160
mn729369,363436,fd48890,"Pizzas,Tandoor",160
mn729516,363436,fd15,"Pizzas,Tandoor",160
mn729516,363436,fd48890,"Pizzas,Tandoor",160
mn730275,466434,fd15,"Thalis,Chinese",280
mn730275,466434,fd48890,"Thalis,Chinese",280
mn731022,512356,fd15,"Chinese,Beverages",149
mn731022,512356,fd48890,"Chinese,Beverages",149
mn731562,491043,fd15,"North Indian,Chinese",160
mn731562,491043,fd48890,"North Indian,Chinese",160
mn731581,491043,fd15,"North Indian,Chinese",160
mn731581,491043,fd48890,"North Indian,Chinese",160
mn731671,490945,fd15,"North Indian,Desserts",120
mn731671,490945,fd48890,"North Indian,Desserts",120
mn731903,207616,fd15,"North Indian,Chinese",160
mn731903,207616,fd48890,"North Indian,Chinese",160
mn733033,490880,fd15,"Chinese,Pizzas",220
mn733033,490880,fd48890,"Chinese,Pizzas",220
mn733793,406997,fd15,"Indian,North Indian",120
mn733793,406997,fd48890,"Indian,North Indian",120
mn733952,241389,fd15,"Chinese,North Indian",285
mn733952,241389,fd48890,"Chinese,North Indian",285
mn734103,493791,fd15,"Afghani,Italian",179
mn734103,493791,fd48890,"Afghani,Italian",179
mn742677,108670,fd15,North Indian,240
mn742677,108670,fd48890,North Indian,240
mn748027,377523,fd15,"Chinese,Continental",142.86
mn748027,377523,fd48890,"Chinese,Continental",142.86
mn748225,377523,fd15,"Chinese,Continental",142.86
mn748225,377523,fd48890,"Chinese,Continental",142.86
mn748957,86167,fd15,North Indian,150
mn748957,86167,fd48890,North Indian,150
mn750427,348619,fd15,"Pizzas,Pastas",90
mn750427,348619,fd48890,"Pizzas,Pastas",90
mn750455,348619,fd15,"Pizzas,Pastas",90
mn750455,348619,fd48890,"Pizzas,Pastas",90
mn751386,86131,fd15,"North Indian,Chinese",130
mn751386,86131,fd48890,"North Indian,Chinese",130
mn752701,86166,fd15,"North Indian,Chinese",170
mn752701,86166,fd48890,"North Indian,Chinese",170
mn753072,86141,fd15,"North Indian,Chinese",200
mn753072,86141,fd48890,"North Indian,Chinese",200
mn753206,86141,fd15,"North Indian,Chinese",200
mn753206,86141,fd48890,"North Indian,Chinese",200
mn754257,177438,fd15,"Pizzas,Italian",219
mn754257,177438,fd48890,"Pizzas,Italian",219
mn754367,177438,fd15,"Pizzas,Italian",219
mn754367,177438,fd48890,"Pizzas,Italian",219
mn755109,541115,fd15,"Pizzas,Italian-American",149
mn755109,541115,fd48890,"Pizzas,Italian-American",149
mn755336,177461,fd15,"North Indian,Chinese",200
mn755336,177461,fd48890,"North Indian,Chinese",200
mn755484,177426,fd15,North Indian,159
mn755484,177426,fd48890,North Indian,159
mn756052,568646,fd15,"Pizzas,Beverages",110
mn756052,568646,fd48890,"Pizzas,Beverages",110
mn758146,200144,fd15,"North Indian,Chinese",109
mn758146,200144,fd48890,"North Indian,Chinese",109
mn758331,234712,fd15,"Chinese,Beverages",110
mn758331,234712,fd48890,"Chinese,Beverages",110
mn758398,358028,fd15,"Fast Food,Chinese",115
mn758398,358028,fd48890,"Fast Food,Chinese",115
mn758481,507333,fd15,"Fast Food,American",79
mn758481,507333,fd48890,"Fast Food,American",79
mn759020,343709,fd15,"Chinese,North Indian",190
mn759020,343709,fd48890,"Chinese,North Indian",190
mn759122,200149,fd15,"Chinese,Italian",119
mn759122,200149,fd48890,"Chinese,Italian",119
mn759221,200149,fd15,"Chinese,Italian",119
mn759221,200149,fd48890,"Chinese,Italian",119
mn759825,440715,fd15,"Bakery,Chinese",110
mn759825,440715,fd48890,"Bakery,Chinese",110
mn760599,438732,fd15,"North Indian,Chinese",100
mn760599,438732,fd48890,"North Indian,Chinese",100
mn762380,440543,fd15,"Fast Food,Pizzas",99
mn762380,440543,fd48890,"Fast Food,Pizzas",99
mn763136,421406,fd15,"Chinese,Indian",205
mn763136,421406,fd48890,"Chinese,Indian",205
mn771391,464702,fd15,"Chinese,North Indian",180
mn771391,464702,fd48890,"Chinese,North Indian",180
mn777286,314093,fd15,"Chinese,North Indian",185
mn777286,314093,fd48890,"Chinese,North Indian",185
mn778802,172251,fd15,Chinese,65
mn778802,172251,fd48890,Chinese,65
mn778823,172251,fd15,Chinese,65
mn778823,172251,fd48890,Chinese,65
mn779304,309720,fd15,"Italian,Snacks",179
mn779304,309720,fd48890,"Italian,Snacks",179
mn779376,309720,fd15,"Italian,Snacks",179
mn779376,309720,fd48890,"Italian,Snacks",179
mn779510,447439,fd15,"Chinese,Tandoor",70
mn779510,447439,fd48890,"Chinese,Tandoor",70
mn779538,447439,fd15,"Chinese,Tandoor",70
mn779538,447439,fd48890,"Chinese,Tandoor",70
mn779885,569629,fd15,"Chinese,Indian",80
mn779885,569629,fd48890,"Chinese,Indian",80
mn779956,172258,fd15,"Chinese,North Indian",175
mn779956,172258,fd48890,"Chinese,North Indian",175
mn780392,201714,fd15,"Chinese,Indian",120
mn780392,201714,fd48890,"Chinese,Indian",120
mn780419,201714,fd15,"Chinese,Indian",120
mn780419,201714,fd48890,"Chinese,Indian",120
mn780523,333531,fd15,North Indian,220
mn780523,333531,fd48890,North Indian,220
mn783158,505648,fd15,"Indian,Chinese",160
mn783158,505648,fd48890,"Indian,Chinese",160
mn783382,431542,fd15,"South Indian,Chinese",99
mn783382,431542,fd48890,"South Indian,Chinese",99
mn784225,448302,fd15,"North Indian,Chinese",166
mn784225,448302,fd48890,"North Indian,Chinese",166
mn784314,432757,fd15,"North Indian,Chinese",130
mn784314,432757,fd48890,"North Indian,Chinese",130
mn784893,517592,fd15,"Fast Food,Chinese",160
mn784893,517592,fd48890,"Fast Food,Chinese",160
mn785268,429141,fd15,Italian,160
mn785268,429141,fd48890,Italian,160
mn785394,430153,fd15,Italian,70
mn785394,430153,fd48890,Italian,70
mn785506,430163,fd15,"Bakery,Indian",96
mn785506,430163,fd48890,"Bakery,Indian",96
mn790409,378650,fd15,"South Indian,North Indian",170
mn790409,378650,fd48890,"South Indian,North Indian",170
mn825869,546205,fd15,"Cafe,North Indian",207
mn825869,546205,fd48890,"Cafe,North Indian",207
mn828099,344084,fd15,"Indian,Chinese",140
mn828099,344084,fd48890,"Indian,Chinese",140
mn828741,74049,fd15,"Pizzas,Biryani",225
mn828741,74049,fd48890,"Pizzas,Biryani",225
mn833166,472832,fd15,"Fast Food,Indian",69
mn833166,472832,fd48890,"Fast Food,Indian",69
mn840748,56233,fd15,Chinese,150
mn840748,56233,fd48890,Chinese,150
mn855575,324440,fd15,"Indian,Biryani",149
mn855575,324440,fd48890,"Indian,Biryani",149
mn862418,576571,fd15,"South Indian,Chinese",150
mn862418,576571,fd48890,"South Indian,Chinese",150
mn862512,576570,fd15,"South Indian,Chinese",150
mn862512,576570,fd48890,"South Indian,Chinese",150
mn862839,576569,fd15,"South Indian,Chinese",150
mn862839,576569,fd48890,"South Indian,Chinese",150
mn867494,142398,fd15,"North Indian,Bihari",100
mn867494,142398,fd48890,"North Indian,Bihari",100
mn868221,519955,fd15,"North Indian,Chinese",159
mn868221,519955,fd48890,"North Indian,Chinese",159
mn870974,492699,fd15,Chinese,185
mn870974,492699,fd48890,Chinese,185
mn870991,492699,fd15,Chinese,235
mn870991,492699,fd48890,Chinese,235
mn885122,117975,fd15,"Kerala,Indian",140
mn885122,117975,fd48890,"Kerala,Indian",140
mn886299,468711,fd15,"Indian,Chinese",100
mn886299,468711,fd48890,"Indian,Chinese",100
mn900131,434298,fd15,"Continental,Chinese",169
mn900131,434298,fd48890,"Continental,Chinese",169
mn900663,576683,fd15,"South Indian,Chinese",150
mn900663,576683,fd48890,"South Indian,Chinese",150
mn900713,576682,fd15,"South Indian,Chinese",150
mn900713,576682,fd48890,"South Indian,Chinese",150
mn901580,576686,fd15,"Chinese,South Indian",150
mn901580,576686,fd48890,"Chinese,South Indian",150
mn905249,562239,fd15,"South Indian,North Indian",180
mn905249,562239,fd48890,"South Indian,North Indian",180
mn905617,365608,fd15,"Asian,Chinese",259
mn905617,365608,fd48890,"Asian,Chinese",259
mn913300,217871,fd15,"Chinese,North Indian",135
mn913300,217871,fd48890,"Chinese,North Indian",135
mn923021,570643,fd15,"Chinese,Beverages",120
mn923021,570643,fd48890,"Chinese,Beverages",120
mn924483,311197,fd15,"Chinese,Indian",225
mn924483,311197,fd48890,"Chinese,Indian",225
mn928773,42150,fd15,"Sweets,Desserts",140
mn928773,42150,fd48890,"Sweets,Desserts",140
mn929868,571,fd15,"North Indian,Chinese",160
mn929868,571,fd48890,"North Indian,Chinese",160
mn933186,328929,fd15,"Indian,Chinese",305
mn933186,328929,fd48890,"Indian,Chinese",305
mn933349,539397,fd15,Chinese,100
mn933349,539397,fd48890,Chinese,100
mn942684,58794,fd15,"Chinese,South Indian",157.14
mn942684,58794,fd48890,"Chinese,South Indian",157.14
mn947574,15342,fd15,Chinese,170
mn947574,15342,fd48890,Chinese,170
mn947972,539590,fd15,"Chinese,Indian",100
mn947972,539590,fd48890,"Chinese,Indian",100
mn950884,539344,fd15,"Chinese,Snacks",100
mn950884,539344,fd48890,"Chinese,Snacks",100
mn956577,574911,fd15,"Indian,Chinese",210
mn956577,574911,fd48890,"Indian,Chinese",210
mn964356,525759,fd15,Chinese,235
mn964356,525759,fd48890,Chinese,235
mn965012,500346,fd15,"Thai,Chinese",180
mn965012,500346,fd48890,"Thai,Chinese",180
mn971976,551186,fd15,"Chinese,Indian",180
mn971976,551186,fd48890,"Chinese,Indian",180
mn983087,522260,fd15,"North Indian,Indian",200
mn983087,522260,fd48890,"North Indian,Indian",200
mn983718,358807,fd15,South Indian,125
mn983718,358807,fd48890,South Indian,125
mn988425,409467,fd15,South Indian,162
mn988425,409467,fd48890,South Indian,162
mn990791,42076,fd15,"North Indian,Chinese",250
mn990791,42076,fd48890,"North Indian,Chinese",250
mn1004128,534921,fd15,"Indian,North Indian",189
mn1004128,534921,fd48890,"Indian,North Indian",189
mn1007217,534719,fd15,"Indian,Chinese",189
mn1007217,534719,fd48890,"Indian,Chinese",189
mn1007451,372452,fd15,"South Indian,Chinese",70
mn1007451,372452,fd48890,"South Indian,Chinese",70
mn1017324,552532,fd15,"North Indian,Chinese",160
mn1017324,552532,fd48890,"North Indian,Chinese",160
mn1019382,527860,fd15,"Chinese,North Indian",210
mn1019382,527860,fd48890,"Chinese,North Indian",210
mn1027399,511437,fd15,Biryani,200
mn1027399,511437,fd48890,Biryani,200
mn1029098,558313,fd15,"North Indian,Chinese",119
mn1029098,558313,fd48890,"North Indian,Chinese",119
mn1033218,539039,fd15,"North Indian,Chinese",189
mn1033218,539039,fd48890,"North Indian,Chinese",189
mn1042274,209399,fd15,"Chinese,Continental",390
mn1042274,209399,fd48890,"Chinese,Continental",390
mn16,567335,fd16,"Beverages,Pizzas",100
mn30165,566600,fd16,"North Indian,Chinese",336.31
mn64213,446731,fd16,"South Indian,Chinese",100
mn66435,516222,fd16,North Indian,120
mn66818,500301,fd16,"Chinese,Snacks",99
mn128143,473224,fd16,Indian,131
mn145699,530845,fd16,"Indian,Chinese",120
mn189582,530575,fd16,"North Indian,Indian",150
mn210910,478136,fd16,Chinese,179
mn223274,208880,fd16,"Chinese,Italian",160
mn248830,504861,fd16,"Street Food,South Indian",150
mn251763,493803,fd16,Chinese,99
mn256426,378460,fd16,"Indian,Chinese",170
mn257134,492918,fd16,"Chinese,Pizzas",140
mn263212,150547,fd16,"Chinese,Punjabi",140
mn275866,364992,fd16,"North Indian,Chinese",170
mn311411,61834,fd16,"North Indian,Chinese",250
mn317583,444984,fd16,Chinese,104
mn333274,524705,fd16,"Indian,Chinese",160
mn347853,556298,fd16,Chinese,130
mn349944,560210,fd16,"Chinese,Snacks",130
mn362372,545234,fd16,"Punjabi,Chinese",130
mn375728,450860,fd16,"Chinese,Indian",80
mn383137,313074,fd16,"Punjabi,Gujarati",175
mn383504,313076,fd16,"Gujarati,Chinese",175
mn387420,527518,fd16,"Biryani,Indian",150
mn396289,358437,fd16,"South Indian,Chinese",130
mn397873,482073,fd16,"Biryani,Punjabi",180
mn400684,495593,fd16,Chinese,140
mn401781,458068,fd16,"Gujarati,Indian",140
mn407606,312869,fd16,"Thalis,Gujarati",175
mn407847,312868,fd16,"North Indian,Chinese",175
mn413465,493516,fd16,"North Indian,Chinese",180
mn438346,563159,fd16,"Chinese,Indian",148
mn439087,216306,fd16,"Mughlai,North Indian",170
mn441985,332304,fd16,Beverages,245
mn442053,332304,fd16,Beverages,245
mn454147,167895,fd16,South Indian,132
mn462040,105255,fd16,"South Indian,Chinese",179
mn503727,533068,fd16,"South Indian,Italian-American",60
mn516117,521052,fd16,"North Indian,Chinese",150
mn520331,389661,fd16,"Pizzas,Fast Food",90
mn535244,175379,fd16,"Pizzas,Italian",220
mn535347,175379,fd16,"Pizzas,Italian",220
mn580118,160478,fd16,"North Indian,Chinese",235
mn582616,492067,fd16,"North Indian,Chinese",189
mn584833,357634,fd16,"Chaat,North Indian",300
mn588779,103569,fd16,"Bakery,Snacks",150
mn589547,125922,fd16,"North Indian,Snacks",120
mn600884,458735,fd16,"Fast Food,Chinese",180
mn600933,458735,fd16,"Fast Food,Chinese",180
mn607764,136166,fd16,"Chinese,North Indian",150
mn607844,136166,fd16,"Chinese,North Indian",150
mn607869,136166,fd16,"Chinese,North Indian",160
mn608892,251746,fd16,Indian,170
mn609009,251746,fd16,Indian,170
mn612217,532477,fd16,"Sweets,Chinese",120
mn616613,569510,fd16,"Pizzas,Fast Food",120
mn618575,559764,fd16,"Chinese,Snacks",110
mn620926,535427,fd16,"Chinese,Fast Food",210
mn624289,576358,fd16,"North Indian,Chinese",90
mn624431,135481,fd16,North Indian,120
mn658078,244989,fd16,"Chinese,North Indian",110
mn658356,518478,fd16,"Indian,Chinese",110
mn658968,219789,fd16,"Chinese,North Indian",156
mn659367,516120,fd16,"North Indian,Chinese",139
mn662164,513303,fd16,"South Indian,North Indian",155
mn698495,574815,fd16,"North Indian,Indian",149
mn705388,555714,fd16,"Indian,Chinese",200
mn705432,555715,fd16,"Chinese,Biryani",200
mn729110,236848,fd16,Italian,150
mn729517,363436,fd16,"Pizzas,Tandoor",160
mn731023,512356,fd16,"Chinese,Beverages",159
mn731328,531615,fd16,"North Indian,Indian",125
mn731582,491043,fd16,"North Indian,Chinese",160
mn732822,241413,fd16,"Chinese,North Indian",160
mn733514,411173,fd16,"Chinese,Continental",180
mn747677,101455,fd16,"Fast Food,Chinese",105
mn747724,101455,fd16,"Fast Food,Chinese",105
mn748417,123308,fd16,"North Indian,Chinese",50
mn748481,123308,fd16,"North Indian,Chinese",50
mn749150,181906,fd16,"Chinese,Fast Food",70
mn749166,181906,fd16,"Chinese,Fast Food",70
mn751388,86131,fd16,"North Indian,Chinese",130
mn761088,508805,fd16,"Indian,Beverages",110
mn780521,333531,fd16,North Indian,120
mn782948,432858,fd16,"Italian,Pizzas",70
mn784313,432757,fd16,"North Indian,Chinese",130
mn790405,378650,fd16,"South Indian,North Indian",150
mn795617,316330,fd16,"Biryani,Seafood",240
mn1008327,55717,fd16,"North Indian,Chinese",154
mn1008390,55717,fd16,"North Indian,Chinese",154
mn1029097,558313,fd16,"North Indian,Chinese",119
mn17,567335,fd17,"Beverages,Pizzas",120
mn1541,257181,fd17,Indian,70
mn1955,382204,fd17,"Chinese,Pizzas",75
mn2224,368328,fd17,North Indian,75
mn2283,530878,fd17,"Pizzas,Fast Food",170
mn7839,102037,fd17,"South Indian,Indian",215
mn15033,487422,fd17,"Chinese,South Indian",200
mn17725,536499,fd17,"South Indian,Chinese",90
mn41801,377020,fd17,"Chinese,Snacks",69
mn43767,146156,fd17,"South Indian,North Indian",160
mn44119,239690,fd17,"North Indian,Chinese",120
mn44535,312572,fd17,Beverages,175
mn44938,146161,fd17,"South Indian,North Indian",160
mn45280,519105,fd17,"Indian,North Indian",160
mn45752,572668,fd17,"Indian,Afghani",175
mn46114,326295,fd17,"Asian,Chinese",170
mn46620,326279,fd17,"Indian,Chinese",120
mn56213,541876,fd17,"Indian,North Indian",170
mn62393,384541,fd17,"Indian,Chinese",200
mn66820,500301,fd17,"Chinese,Snacks",149
mn72597,81551,fd17,South Indian,159
mn73342,492330,fd17,"Italian-American,Chinese",155
mn73430,421422,fd17,"South Indian,Chinese",149
mn82551,433540,fd17,"Continental,Chinese",85
mn84631,322586,fd17,Italian,100
mn87113,332160,fd17,"Chinese,Pastas",229
mn87202,432150,fd17,"Chinese,Indian",85
mn90165,572361,fd17,"Chinese,Beverages",240
mn139902,517768,fd17,Chinese,179
mn145702,530845,fd17,"Indian,Chinese",140
mn147570,507403,fd17,"South Indian,Chinese",160
mn153152,63622,fd17,Beverages,190
mn154543,491324,fd17,Chinese,220
mn162622,560831,fd17,"Indian,Chinese",200
mn173902,114224,fd17,"Punjabi,Chinese",140
mn175644,106059,fd17,South Indian,140
mn181932,551192,fd17,Fast Food,240
mn192505,474559,fd17,"Indian,Chinese",145
mn194612,511705,fd17,Chinese,190
mn209241,540472,fd17,Chinese,70
mn222619,226063,fd17,"American,Indian",180
mn223273,208880,fd17,"Chinese,Italian",170
mn238046,129329,fd17,"North Indian,Chinese",130
mn250748,158545,fd17,Indian,180
mn256429,378460,fd17,"Indian,Chinese",190
mn258011,497124,fd17,"Chinese,Indian",150
mn258841,486107,fd17,"Chinese,Snacks",240
mn267191,345479,fd17,"Chinese,Indian",150
mn275869,364992,fd17,"North Indian,Chinese",190
mn282733,448763,fd17,"Chinese,Mexican",270
mn283908,49328,fd17,Chinese,170
mn288472,490456,fd17,"Indian,North Indian",270
mn289340,499938,fd17,Chinese,120
mn292592,545187,fd17,"South Indian,Chinese",140
mn296890,415888,fd17,Chinese,130
mn304312,476155,fd17,"Indian,Chinese",160
mn311410,61834,fd17,"North Indian,Chinese",250
mn317586,444984,fd17,Chinese,169
mn346092,334941,fd17,Chinese,259
mn347848,556298,fd17,Chinese,170
mn349613,456340,fd17,"Chinese,Punjabi",90
mn349939,560210,fd17,"Chinese,Snacks",170
mn356403,392844,fd17,"Indian,Chinese",150
mn357147,146068,fd17,"North Indian,Chinese",140
mn357556,467980,fd17,"North Indian,Chinese",175
mn362367,545234,fd17,"Punjabi,Chinese",170
mn363510,485567,fd17,"Indian,North Indian",240
mn367242,84571,fd17,Indian,150
mn370930,192093,fd17,Chinese,180
mn375726,450860,fd17,"Chinese,Indian",120
mn379117,571686,fd17,"North Indian,Indian",160
mn379421,490472,fd17,"North Indian,Chinese",377
mn381356,133046,fd17,South Indian,105
mn385773,410780,fd17,"Chinese,Street Food",299
mn385792,419474,fd17,Chinese,170
mn385867,490664,fd17,Biryani,120
mn387423,527518,fd17,"Biryani,Indian",170
mn388831,490885,fd17,"North Indian,Gujarati",120
mn390552,508007,fd17,"Fast Food,Italian",160
mn390660,531039,fd17,"North Indian,Indian",377
mn393310,154938,fd17,North Indian,150
mn396293,358437,fd17,"South Indian,Chinese",140
mn396794,58818,fd17,"North Indian,South Indian",200
mn397388,578232,fd17,"North Indian,Indian",130
mn402530,459361,fd17,"North Indian,Chinese",140
mn402996,408714,fd17,"Chinese,Indian",199
mn403525,412160,fd17,"Pizzas,Continental",200
mn405184,529021,fd17,"Chinese,Snacks",170
mn406844,234472,fd17,"North Indian,Chinese",220
mn410134,63715,fd17,"North Indian,Chinese",150
mn410515,436750,fd17,"Chinese,Snacks",155
mn415803,523028,fd17,"Chinese,Snacks",160
mn416198,142770,fd17,Chinese,130
mn417726,416849,fd17,Chinese,110
mn421412,393230,fd17,Chinese,120
mn421789,433727,fd17,"Chinese,Biryani",120
mn431782,125786,fd17,North Indian,342.86
mn451211,476301,fd17,"Beverages,Chinese",170
mn451841,136431,fd17,"South Indian,North Indian",190
mn456318,355517,fd17,"Arabian,North Indian",170
mn457923,105223,fd17,"Tandoor,Indian",159
mn459918,455280,fd17,Pizzas,100
mn479242,430225,fd17,"Chinese,Continental",149
mn482945,80703,fd17,"North Indian,South Indian",310
mn483110,80703,fd17,"North Indian,South Indian",310
mn487233,397982,fd17,"Indian,Chinese",160
mn487602,80461,fd17,"South Indian,North Indian",260
mn487809,80461,fd17,"South Indian,North Indian",260
mn489558,87517,fd17,"North Indian,Mughlai",114
mn490347,445864,fd17,"Chinese,Indian",160
mn492694,391331,fd17,"Pizzas,Snacks",150
mn492813,328208,fd17,"Italian,Chinese",140
mn493609,558479,fd17,"North Indian,Chinese",318
mn493772,379765,fd17,"Chinese,Indian",179
